PR_AUC,F1,Recall,Precision,Brier,version_id,notes
0.18631401072601306,0.24437367303609342,0.5350999535099954,0.1583436511211996,0.22756094250161346,lr_classweight_w7,LR (class_weight=balanced)
0.18521305827162182,0.24474142940151075,0.4895397489539749,0.16315463278586922,0.21772533655166626,xgb_scaled_w7,XGBoost (scale_pos_weight)
0.18067831830792486,0.24449108079748164,0.5416085541608554,0.15788047160861907,0.23324240842279703,rf_balanced_w7,Random Forest (balanced)
0.16171253733110222,0.21860312602470217,0.46490004649000466,0.14289797084881395,0.22372702533524547,lr_smotenc_w7,LR (SMOTENC)
