PR_AUC,Precision,Recall,F1,Brier,version_id,notes
0.17871124114957748,0.1602421153233514,0.4676894467689447,0.2386997271325187,0.23161320934676868,lr_classweight_w6,class_weight=balanced
0.17858741070112227,0.15989887817980725,0.47047884704788473,0.23867924528301887,0.23150120561960297,lr_ros_w6,Random oversampling
0.17815164724720445,0.4222222222222222,0.008833100883310088,0.017304189435336976,0.09312963816463155,lr_none_w6,No correction
0.17091227405247775,0.14949100543857202,0.49837284983728497,0.22999356361295858,0.23190408595233025,lr_smotenc_w6,SMOTENC
